symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
ZENITHDRUG.NS,2024-02-27 00:00:00+05:30,109.6057398876422,114.08961106486393,104.12545289326009,104.77312469482422,2163200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-02-28 00:00:00+05:30,99.54193878173828,99.54193878173828,99.54193878173828,99.54193878173828,195200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-02-29 00:00:00+05:30,94.55985880136059,98.595338138844,94.55985880136059,95.45663452148438,632000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-01 00:00:00+05:30,96.15412546287283,96.65233336682553,90.77347857977371,91.3215103149414,160000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-04 00:00:00+05:30,99.64157741360204,100.63799318773805,94.65949854292194,100.43871307373047,345600,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-05 00:00:00+05:30,97.00107441531787,98.14695407980665,95.45663452148438,95.45663452148438,44800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-06 00:00:00+05:30,90.72366333007812,90.72366333007812,90.72366333007812,90.72366333007812,24000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-07 00:00:00+05:30,87.78422920944062,91.67025229450898,86.18996547255465,87.83405303955078,180800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-11 00:00:00+05:30,85.59211691693791,86.68817275317747,83.44982147216797,83.44982147216797,118400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-12 00:00:00+05:30,79.91254523355207,79.91254523355207,79.314697265625,79.314697265625,38400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-13 00:00:00+05:30,76.02652869663473,78.21864041915438,63.47168731689453,63.47168731689453,440000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-14 00:00:00+05:30,58.38996666438646,72.24014835149723,54.00573925194495,66.61039733886719,308800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-18 00:00:00+05:30,64.76702607560169,66.75985764715867,61.777778718266234,66.46092987060547,134400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-19 00:00:00+05:30,65.56416351722892,66.75985945166283,64.06953979816184,65.36487579345703,64000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-20 00:00:00+05:30,66.36128971277597,68.35412128134011,61.32939076235643,61.77777862548828,156800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-21 00:00:00+05:30,61.87741959114153,65.2652348278038,61.7777795316616,63.571327209472656,72000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-22 00:00:00+05:30,61.47885548892001,68.75269005318218,61.47885548892001,65.96272277832031,107200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-26 00:00:00+05:30,66.75985993492064,68.65305151318648,65.81326794681243,67.40753173828125,73600,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-27 00:00:00+05:30,66.9591383089728,67.4075299774554,62.77419501543045,63.77061080932617,73600,0.0,0.0,0.0
ZENITHDRUG.NS,2024-03-28 00:00:00+05:30,63.77060905382793,65.01612876191051,61.92724140627552,62.47526931762695,91200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-01 00:00:00+05:30,66.36129160616842,74.93046607507647,52.61075415095623,65.36487579345703,787200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-02 00:00:00+05:30,65.76343953704564,69.40035854700415,65.01612772412466,67.95555114746094,123200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-03 00:00:00+05:30,70.745524686502,70.745524686502,68.05520495755343,68.85233306884766,120000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-04 00:00:00+05:30,68.85233265319982,70.4964203007654,66.75986092086617,66.80968475341797,120000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-05 00:00:00+05:30,67.7064476963833,68.65304722744845,66.90931965143514,67.65663146972656,96000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-08 00:00:00+05:30,67.80609777215987,68.35412189722332,65.66380229624112,66.1620101928711,38400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-09 00:00:00+05:30,66.1620108347446,67.45734681731979,64.1193553979251,65.76344299316406,38400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-10 00:00:00+05:30,66.06237291954427,66.06237291954427,63.77061345759224,64.46810150146484,52800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-12 00:00:00+05:30,64.46809899271837,64.91649066237282,62.375627340478594,63.67097091674805,70400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-15 00:00:00+05:30,61.279572430961025,63.12294016253941,59.78494871313271,60.731544494628906,52800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-16 00:00:00+05:30,60.88100403256661,64.21899545164074,60.88100403256661,63.42186737060547,44800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-18 00:00:00+05:30,66.21182833949777,66.21182833949777,62.42545277664607,62.674556732177734,22400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-19 00:00:00+05:30,62.076701572002925,62.42544937133789,60.88100189047139,62.42544937133789,43200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-22 00:00:00+05:30,62.425450573126234,62.82401460729339,60.681722945955386,61.678138732910156,59200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-23 00:00:00+05:30,61.67813738393811,63.17276103168112,61.37920961356991,62.525089263916016,36800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-24 00:00:00+05:30,62.77419795546421,65.0161335967308,62.77419795546421,64.2688217163086,46400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-25 00:00:00+05:30,64.46809858628099,65.01613031172052,63.52150662639361,63.920074462890625,28800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-26 00:00:00+05:30,64.76702851160039,64.76702851160039,61.77778104183421,62.624732971191406,36800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-29 00:00:00+05:30,61.77777867357133,65.76344181380175,61.77777867357133,64.11935424804688,52800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-04-30 00:00:00+05:30,63.770610643184156,64.76702643448391,63.770610643184156,63.8702507019043,36800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-02 00:00:00+05:30,63.969891500932974,65.26523508543303,63.22258344983433,63.42186737060547,38400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-03 00:00:00+05:30,63.77061396603285,65.31506156384253,63.421869941316025,64.16918182373047,49600,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-06 00:00:00+05:30,64.16918029238253,64.16918029238253,62.674556563221685,62.77419662475586,38400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-07 00:00:00+05:30,62.57491000618737,63.770609698234175,59.78494659209454,62.07670211791992,84800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-08 00:00:00+05:30,60.83118454097687,64.76702775719602,60.83118454097687,63.0731201171875,100800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-09 00:00:00+05:30,62.3756268129788,63.72079040749251,61.52867491352633,61.62831497192383,43200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-10 00:00:00+05:30,62.52509152164703,62.52509152164703,61.03046781993435,61.13010787963867,17600,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-13 00:00:00+05:30,61.62831475730066,61.77777864540097,59.0874552667673,59.38637924194336,51200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-14 00:00:00+05:30,59.78494627750914,61.72795779173309,59.28673839186323,59.884586334228516,70400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-15 00:00:00+05:30,61.279571632212715,64.76702692835491,61.279571632212715,63.571327209472656,46400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-16 00:00:00+05:30,63.47168410285208,65.76343957008972,62.22616441402462,65.51433563232422,100800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-17 00:00:00+05:30,65.76343990085132,77.12258104049907,65.76343990085132,74.98028564453125,206400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-21 00:00:00+05:30,78.71685033118938,80.70968198514353,73.78459502847261,76.37527465820312,160000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-22 00:00:00+05:30,74.78100541451359,74.78100541451359,71.14408639025326,72.63871002197266,96000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-23 00:00:00+05:30,72.5390749272719,72.5390749272719,60.88100524143387,64.96630859375,265600,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-24 00:00:00+05:30,65.26523683682693,69.64946800734428,65.26523683682693,67.00896453857422,94400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-27 00:00:00+05:30,69.64946596806534,69.64946596806534,65.76344282611248,65.86308288574219,160000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-28 00:00:00+05:30,66.16200818797445,66.26164824387124,65.01612854003906,65.01612854003906,14400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-29 00:00:00+05:30,61.08028884823314,68.75269140264645,61.08028884823314,67.50717163085938,126400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-30 00:00:00+05:30,64.01971693772536,66.31147638254154,62.77419715294471,64.76702880859375,105600,0.0,0.0,0.0
ZENITHDRUG.NS,2024-05-31 00:00:00+05:30,65.71361898281886,65.7634428136489,62.87383547263932,63.521507263183594,38400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-03 00:00:00+05:30,66.75985794460192,67.75627373481986,63.37204273745109,63.920074462890625,40000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-04 00:00:00+05:30,62.774196658740394,63.72079244792634,55.00215402310129,60.432621002197266,64000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-05 00:00:00+05:30,60.78136442963018,64.86666773153972,60.78136442963018,63.12294006347656,40000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-06 00:00:00+05:30,65.96272127837467,65.96272127837467,61.827598091849566,62.126522064208984,16000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-07 00:00:00+05:30,64.36846160888672,66.11218932523764,63.77061362654774,64.36846160888672,51200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-10 00:00:00+05:30,65.86308105622913,66.75985677208486,64.41828122660812,64.61756134033203,46400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-11 00:00:00+05:30,64.61756166991614,65.81326516450551,63.27240189029604,64.41828155517578,24000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-12 00:00:00+05:30,65.86308058393526,66.75985629336034,64.91648864746094,64.91648864746094,22400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-13 00:00:00+05:30,65.7136186901345,66.11218652885188,65.36487468202526,66.06237030029297,14400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-14 00:00:00+05:30,66.0623733582575,67.35770939148732,64.91649361967183,66.51075744628906,51200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-18 00:00:00+05:30,66.61039532542523,66.75985921721693,62.67455591985679,63.17276382446289,112000,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-19 00:00:00+05:30,63.67097196974442,65.56416353481369,62.82401624809778,63.02330017089844,43200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-20 00:00:00+05:30,63.172763740562445,63.92007559647908,62.973479818779744,63.22258377075195,30400,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-21 00:00:00+05:30,63.969892567264786,63.969892567264786,61.82760083608238,62.77419662475586,43200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-24 00:00:00+05:30,62.82401339783207,63.57132522366122,61.977061515635505,62.42544937133789,35200,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-25 00:00:00+05:30,63.57132852010338,63.57132852010338,62.624732731429894,62.77419662475586,20800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-26 00:00:00+05:30,63.82043603280967,63.82043603280967,62.82401641614111,62.92366027832031,20800,0.0,0.0,0.0
ZENITHDRUG.NS,2024-06-27 00:00:00+05:30,63.122939993182555,64.01971574188339,63.122939993182555,63.17276382446289,25600,0.0,0.0,0.0
