symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
WENDT.NS,2015-01-01 00:00:00+05:30,1772.1078832146281,1826.5226595671757,1772.1078832146281,1813.6898193359375,647,0.0,0.0
WENDT.NS,2015-01-02 00:00:00+05:30,1813.8257620141233,1848.1071131990457,1768.48011796377,1814.052490234375,565,0.0,0.0
WENDT.NS,2015-01-05 00:00:00+05:30,1830.1503723797132,1830.1503723797132,1791.153114692732,1815.2769775390625,815,0.0,0.0
WENDT.NS,2015-01-06 00:00:00+05:30,1759.4562583632082,1811.5583555194507,1743.0864377013188,1759.365478515625,447,0.0,0.0
WENDT.NS,2015-01-07 00:00:00+05:30,1723.1799931592534,1806.5705945431846,1718.6000384836018,1750.2059326171875,49,0.0,0.0
WENDT.NS,2015-01-08 00:00:00+05:30,1754.922129034324,1802.9431304027821,1754.8767390992875,1794.1461181640625,288,0.0,0.0
WENDT.NS,2015-01-09 00:00:00+05:30,1768.5257186397573,1809.0646849688055,1759.411198816635,1762.0865478515625,87,0.0,0.0
WENDT.NS,2015-01-12 00:00:00+05:30,1812.0121709946939,1839.219560949569,1784.5326628574085,1830.9666748046875,1546,0.0,0.0
WENDT.NS,2015-01-13 00:00:00+05:30,1770.294263206361,1886.3337429897135,1770.294263206361,1809.3369140625,686,0.0,0.0
WENDT.NS,2015-01-14 00:00:00+05:30,1791.7425101598776,1811.7398733718169,1777.5493009977276,1781.0408935546875,238,0.0,0.0
WENDT.NS,2015-01-15 00:00:00+05:30,1870.0542586422318,1870.0542586422318,1774.1028367821002,1798.9522705078125,32,0.0,0.0
WENDT.NS,2015-01-16 00:00:00+05:30,1745.898493868269,1812.0124850591592,1745.807824694135,1786.664306640625,107,0.0,0.0
WENDT.NS,2015-01-19 00:00:00+05:30,1753.697447216789,1852.8230724175294,1753.697447216789,1781.0408935546875,439,0.0,0.0
WENDT.NS,2015-01-20 00:00:00+05:30,1813.8261211605447,1813.8261211605447,1777.5495987373338,1790.0196533203125,433,0.0,0.0
WENDT.NS,2015-01-21 00:00:00+05:30,1754.0148932121504,1829.2432720407373,1754.0148932121504,1814.732666015625,531,0.0,0.0
WENDT.NS,2015-01-22 00:00:00+05:30,1813.8257853939676,1827.4294787844224,1798.4989353659605,1801.401123046875,903,0.0,0.0
