symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
BHARATFORG.NS,2015-01-01 00:00:00+05:30,433.9655401739777,438.5689116261759,432.25373015684056,433.9424133300781,247000,0.0,0.0
BHARATFORG.NS,2015-01-02 00:00:00+05:30,436.16310931052084,443.6811687391031,433.80360656963484,436.3713073730469,1085590,0.0,0.0
BHARATFORG.NS,2015-01-05 00:00:00+05:30,438.2450344436168,442.29322029886265,435.21468382241346,437.8055114746094,773022,0.0,0.0
BHARATFORG.NS,2015-01-06 00:00:00+05:30,434.8908706873111,434.8908706873111,405.073081405903,413.0075378417969,1387456,0.0,0.0
BHARATFORG.NS,2015-01-07 00:00:00+05:30,418.0966545539033,420.7337642169385,405.0730506210155,416.5699157714844,1912204,0.0,0.0
BHARATFORG.NS,2015-01-08 00:00:00+05:30,419.2995097858618,432.577564747069,419.2995097858618,430.6344299316406,932046,0.0,0.0
BHARATFORG.NS,2015-01-09 00:00:00+05:30,432.85514917957335,436.04744415074543,424.7819326182456,429.8247985839844,754678,0.0,0.0
BHARATFORG.NS,2015-01-12 00:00:00+05:30,430.2643252646599,464.96306117310024,430.2643252646599,463.2512512207031,3760846,0.0,0.0
BHARATFORG.NS,2015-01-13 00:00:00+05:30,466.35107155085063,467.2763712959912,454.02144115168954,455.7563781738281,1902398,0.0,0.0
BHARATFORG.NS,2015-01-14 00:00:00+05:30,457.5606827072667,462.64983084657905,450.20453910164423,454.8773193359375,1217052,0.0,0.0
BHARATFORG.NS,2015-01-15 00:00:00+05:30,462.1871474831303,462.1871474831303,449.9269278551994,455.2242736816406,649338,0.0,0.0
BHARATFORG.NS,2015-01-16 00:00:00+05:30,457.3293609654567,476.4599203085564,452.1014234881923,471.3013916015625,2908808,0.0,0.0
BHARATFORG.NS,2015-01-19 00:00:00+05:30,474.817581843381,480.23056270551643,469.5896157476871,471.5558776855469,979492,0.0,0.0
BHARATFORG.NS,2015-01-20 00:00:00+05:30,474.1698731116403,476.06672632369504,462.30289239937053,466.4898681640625,1099468,0.0,0.0
BHARATFORG.NS,2015-01-21 00:00:00+05:30,467.7389711100455,475.09511459180436,460.706688152007,466.7442626953125,818084,0.0,0.0
BHARATFORG.NS,2015-01-22 00:00:00+05:30,469.58956671326604,479.76786274054865,466.3510179773125,471.4864196777344,1507718,0.0,0.0
BHARATFORG.NS,2015-01-23 00:00:00+05:30,476.4831161097354,478.37996929630833,462.1872237205145,465.03253173828125,1212640,0.0,0.0
BHARATFORG.NS,2015-01-27 00:00:00+05:30,468.1554280137034,475.14142995349425,467.73903182374164,470.1910705566406,968356,0.0,0.0
BHARATFORG.NS,2015-01-28 00:00:00+05:30,470.0521523288825,480.46177184403984,464.29215721624877,469.5663757324219,1547218,0.0,0.0
BHARATFORG.NS,2015-01-29 00:00:00+05:30,471.5788794640342,485.735978604768,465.37938982333856,482.2429504394531,2454242,0.0,0.0
BHARATFORG.NS,2015-01-30 00:00:00+05:30,483.8391325537926,486.70753842185246,473.2906956326569,478.5880126953125,1217476,0.0,0.0
BHARATFORG.NS,2015-02-02 00:00:00+05:30,479.5133901743186,495.96061409976016,477.96352455041864,493.16156005859375,3200678,0.0,0.0
BHARATFORG.NS,2015-02-03 00:00:00+05:30,499.66178549280113,510.74222564558306,498.32008977363154,505.4217529296875,3087006,0.0,0.0
BHARATFORG.NS,2015-02-04 00:00:00+05:30,506.13891984528186,514.9292667164522,498.7365224800858,501.3967590332031,2030356,0.0,0.0
BHARATFORG.NS,2015-02-05 00:00:00+05:30,502.90036452243424,512.8704909356268,498.5514448312182,503.38616943359375,1686040,0.0,0.0
BHARATFORG.NS,2015-02-06 00:00:00+05:30,503.94141485984824,506.71731432200943,485.9443220516726,489.34478759765625,1021740,0.0,0.0
BHARATFORG.NS,2015-02-09 00:00:00+05:30,486.24497144058097,505.6068555353223,470.0984810747471,496.8627624511719,1262224,0.0,0.0
