symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
MTNL.NS,2015-01-01 00:00:00+05:30,27.299999237060547,27.950000762939453,27.049999237060547,27.649999618530273,943459,0.0,0.0
MTNL.NS,2015-01-02 00:00:00+05:30,27.450000762939453,28.149999618530273,27.450000762939453,27.549999237060547,1964721,0.0,0.0
MTNL.NS,2015-01-05 00:00:00+05:30,27.549999237060547,27.850000381469727,27.149999618530273,27.350000381469727,708358,0.0,0.0
MTNL.NS,2015-01-06 00:00:00+05:30,27.5,28.149999618530273,26.5,26.75,3128666,0.0,0.0
MTNL.NS,2015-01-07 00:00:00+05:30,27.0,27.549999237060547,26.799999237060547,27.100000381469727,991913,0.0,0.0
MTNL.NS,2015-01-08 00:00:00+05:30,27.5,28.0,27.200000762939453,27.700000762939453,1928412,0.0,0.0
MTNL.NS,2015-01-09 00:00:00+05:30,28.200000762939453,28.200000762939453,27.049999237060547,27.299999237060547,1097767,0.0,0.0
MTNL.NS,2015-01-12 00:00:00+05:30,27.399999618530273,27.850000381469727,27.25,27.399999618530273,945209,0.0,0.0
MTNL.NS,2015-01-13 00:00:00+05:30,27.649999618530273,29.049999237060547,27.299999237060547,28.0,4048237,0.0,0.0
MTNL.NS,2015-01-14 00:00:00+05:30,28.299999237060547,29.149999618530273,28.100000381469727,28.549999237060547,2676331,0.0,0.0
MTNL.NS,2015-01-15 00:00:00+05:30,28.75,28.950000762939453,27.850000381469727,28.200000762939453,1478429,0.0,0.0
MTNL.NS,2015-01-16 00:00:00+05:30,28.149999618530273,28.399999618530273,27.549999237060547,27.649999618530273,1135051,0.0,0.0
MTNL.NS,2015-01-19 00:00:00+05:30,27.649999618530273,28.75,27.649999618530273,28.200000762939453,1339977,0.0,0.0
MTNL.NS,2015-01-20 00:00:00+05:30,28.25,29.100000381469727,28.100000381469727,28.25,2068283,0.0,0.0
MTNL.NS,2015-01-21 00:00:00+05:30,28.299999237060547,28.649999618530273,27.649999618530273,27.950000762939453,1015140,0.0,0.0
MTNL.NS,2015-01-22 00:00:00+05:30,28.100000381469727,28.25,27.549999237060547,27.649999618530273,543832,0.0,0.0
MTNL.NS,2015-01-23 00:00:00+05:30,27.75,28.5,27.200000762939453,27.549999237060547,1074611,0.0,0.0
MTNL.NS,2015-01-27 00:00:00+05:30,27.799999237060547,28.200000762939453,26.700000762939453,26.950000762939453,803120,0.0,0.0
MTNL.NS,2015-01-28 00:00:00+05:30,26.799999237060547,28.399999618530273,26.700000762939453,28.100000381469727,1649925,0.0,0.0
MTNL.NS,2015-01-29 00:00:00+05:30,28.899999618530273,29.25,28.299999237060547,28.700000762939453,4612554,0.0,0.0
MTNL.NS,2015-01-30 00:00:00+05:30,28.799999237060547,29.5,28.549999237060547,28.899999618530273,2107314,0.0,0.0
MTNL.NS,2015-02-02 00:00:00+05:30,28.850000381469727,29.5,28.5,29.0,1672231,0.0,0.0
MTNL.NS,2015-02-03 00:00:00+05:30,29.049999237060547,29.25,28.25,28.350000381469727,948802,0.0,0.0
MTNL.NS,2015-02-04 00:00:00+05:30,28.850000381469727,30.899999618530273,28.350000381469727,30.399999618530273,6870583,0.0,0.0
MTNL.NS,2015-02-05 00:00:00+05:30,30.399999618530273,30.399999618530273,28.649999618530273,28.799999237060547,2541632,0.0,0.0
MTNL.NS,2015-02-06 00:00:00+05:30,28.950000762939453,28.950000762939453,27.5,27.600000381469727,1370549,0.0,0.0
MTNL.NS,2015-02-09 00:00:00+05:30,27.399999618530273,28.100000381469727,27.0,27.25,1113507,0.0,0.0
MTNL.NS,2015-02-10 00:00:00+05:30,27.25,28.25,27.0,27.299999237060547,1011300,0.0,0.0
MTNL.NS,2015-02-11 00:00:00+05:30,27.399999618530273,27.950000762939453,27.350000381469727,27.5,877793,0.0,0.0
MTNL.NS,2015-02-12 00:00:00+05:30,27.75,28.700000762939453,27.5,28.25,1832901,0.0,0.0
MTNL.NS,2015-02-13 00:00:00+05:30,27.799999237060547,28.149999618530273,27.200000762939453,27.350000381469727,769310,0.0,0.0
MTNL.NS,2015-02-16 00:00:00+05:30,27.350000381469727,28.399999618530273,27.350000381469727,27.549999237060547,967283,0.0,0.0
MTNL.NS,2015-02-18 00:00:00+05:30,28.5,30.450000762939453,28.149999618530273,29.649999618530273,5493903,0.0,0.0
MTNL.NS,2015-02-19 00:00:00+05:30,29.899999618530273,30.450000762939453,28.75,29.049999237060547,2613807,0.0,0.0
MTNL.NS,2015-02-20 00:00:00+05:30,29.100000381469727,30.799999237060547,28.799999237060547,29.899999618530273,4091637,0.0,0.0
MTNL.NS,2015-02-23 00:00:00+05:30,29.600000381469727,30.5,29.200000762939453,29.549999237060547,1861213,0.0,0.0
MTNL.NS,2015-02-24 00:00:00+05:30,30.0,30.25,28.549999237060547,29.049999237060547,1428887,0.0,0.0
MTNL.NS,2015-02-25 00:00:00+05:30,29.149999618530273,30.100000381469727,28.700000762939453,28.950000762939453,1787206,0.0,0.0
MTNL.NS,2015-02-26 00:00:00+05:30,29.0,29.0,28.299999237060547,28.399999618530273,1005707,0.0,0.0
MTNL.NS,2015-02-27 00:00:00+05:30,28.799999237060547,29.450000762939453,28.600000381469727,29.149999618530273,1675491,0.0,0.0
MTNL.NS,2015-03-02 00:00:00+05:30,28.299999237060547,28.399999618530273,27.200000762939453,27.350000381469727,1117897,0.0,0.0
MTNL.NS,2015-03-03 00:00:00+05:30,27.75,27.899999618530273,26.950000762939453,27.049999237060547,1598158,0.0,0.0
MTNL.NS,2015-03-04 00:00:00+05:30,27.649999618530273,27.649999618530273,26.549999237060547,26.600000381469727,1303546,0.0,0.0
MTNL.NS,2015-03-05 00:00:00+05:30,26.950000762939453,27.049999237060547,26.350000381469727,26.600000381469727,759181,0.0,0.0
MTNL.NS,2015-03-09 00:00:00+05:30,26.350000381469727,26.399999618530273,25.200000762939453,25.5,1374139,0.0,0.0
MTNL.NS,2015-03-10 00:00:00+05:30,25.600000381469727,26.899999618530273,25.549999237060547,26.0,1496280,0.0,0.0
MTNL.NS,2015-03-11 00:00:00+05:30,25.600000381469727,25.799999237060547,20.899999618530273,21.049999237060547,12245475,0.0,0.0
MTNL.NS,2015-03-12 00:00:00+05:30,22.0,22.799999237060547,21.649999618530273,22.399999618530273,4862319,0.0,0.0
MTNL.NS,2015-03-13 00:00:00+05:30,22.799999237060547,23.200000762939453,22.100000381469727,22.299999237060547,2600261,0.0,0.0
MTNL.NS,2015-03-16 00:00:00+05:30,22.25,22.450000762939453,21.100000381469727,21.299999237060547,1451056,0.0,0.0
MTNL.NS,2015-03-17 00:00:00+05:30,21.549999237060547,21.700000762939453,19.899999618530273,20.100000381469727,2000585,0.0,0.0
MTNL.NS,2015-03-18 00:00:00+05:30,20.350000381469727,21.600000381469727,19.600000381469727,21.149999618530273,4268669,0.0,0.0
MTNL.NS,2015-03-19 00:00:00+05:30,21.399999618530273,21.5,20.25,20.350000381469727,939675,0.0,0.0
MTNL.NS,2015-03-20 00:00:00+05:30,20.100000381469727,20.299999237060547,19.0,19.25,2071679,0.0,0.0
MTNL.NS,2015-03-23 00:00:00+05:30,19.25,19.399999618530273,18.0,18.049999237060547,1457686,0.0,0.0
MTNL.NS,2015-03-24 00:00:00+05:30,18.100000381469727,18.450000762939453,17.350000381469727,17.5,1034973,0.0,0.0
